year,parameter,result,latitude,longitude
1991,DDT,74.56333333,27.681,-82.5177
1992,PCB,28.52,27.681,-82.5177
2008,DDT,9.17,27.681,-82.5177
1996,PCB,103.99,27.8548,-82.3947
1990,PCB,33.82666667,29.829,-93.384
1997,PCB,7.92,29.2067,-83.0695
2008,PCB,7.46,27.681,-82.5177
1988,DDT,10.53666667,29.2595,-90.5943
1993,DDT,52.67,29.5795,-92.051
1996,PCB,28.03,30.412,-86.2037
1988,DDT,60.99333333,27.8443,-82.6115
2004,DDT,11.769,27.8443,-82.6115
1999,PCB,32.236,29.2067,-83.0695
1988,DDT,25.87666667,28.0237,-82.6328
1991,PCB,516.99,30.0363,-90.0413
2012,DDT,3.78,30.3023,-89.3272
2002,PCB,40.639,30.4823,-86.4793
1993,PCB,48,30.4823,-86.4793
2002,PCB,6.512,30.412,-86.2037
2009,DDT,0.41,29.2595,-90.5943
1991,PCB,23.65,29.2555,-91.1362
2009,DDT,17.19,30.1512,-85.663
1988,PCB,6.6,27.8548,-82.3947
2006,DDT,69.18,27.9097,-82.4538
1991,DDT,40.19666667,30.4137,-87.1913
1993,DDT,7.19,27.6208,-82.7265
2000,DDT,8.98,30.4137,-87.1913
2003,PCB,6.424,26.5143,-82.0345
2012,PCB,14.44,27.8443,-82.6115
1998,PCB,35.22,27.7872,-82.754
1996,PCB,34.11,27.6208,-82.7265
1990,DDT,88.23666667,30.1425,-85.6322
1990,PCB,34.84,28.0237,-82.6328
1990,PCB,14.51333333,27.8443,-82.6115
2012,PCB,14.05,30.3155,-88.1338
1992,PCB,24.34,29.2767,-89.942
1988,PCB,102.0333333,30.0587,-93.3075
2012,DDT,3.27,27.6208,-82.7265
2007,PCB,2.48,29.3292,-83.1742
1986,DDT,6.52,29.2642,-90.3982
1992,PCB,12.14,29.6725,-85.0657
1998,PCB,33.77,30.4823,-86.4793
2005,PCB,78.29,29.6368,-92.7668
1991,PCB,14.37666667,29.829,-93.384
2007,PCB,77.04,29.829,-93.384
1992,PCB,111.46,30.4137,-87.1913
1995,PCB,34.525,26.5583,-81.9228
2011,PCB,15.25,29.3292,-83.1742
1991,PCB,39.86333333,29.503,-94.896
1992,PCB,150.92,29.622,-94.9958
2009,PCB,3.48,29.2595,-90.5943
1988,PCB,52.6,29.2633,-94.9163
2009,DDT,2.95,29.2532,-90.9267
1988,DDT,203.1566667,29.6725,-85.0657
2012,PCB,9.64,27.681,-82.5177
2000,DDT,25.665,30.0363,-90.0413
1996,PCB,26.01,25.9023,-81.5123
1992,PCB,58.74,30.504,-86.494
1995,DDT,9.403,29.829,-93.384
2012,PCB,66.17,30.5633,-88.075
2003,DDT,14.815,30.0587,-93.3075
2010,PCB,4.66,25.1412,-80.9237
1999,PCB,44.671,29.7908,-93.9063
2003,DDT,2.286,29.2532,-90.9267
2012,PCB,19.47,27.7872,-82.754
2009,PCB,7.39,29.3292,-83.1742
2009,PCB,27.63,29.7908,-93.9063
1990,PCB,51.88,29.7908,-93.9063
1992,DDT,71.31,30.3155,-88.1338
1992,DDT,8.34,29.867,-89.6785
2006,PCB,0.77,25.9023,-81.5123
1994,PCB,53.36,30.504,-86.494
1993,PCB,3.79,25.9023,-81.5123
1993,DDT,45.41,29.4057,-89.4838
1994,DDT,4.51,30.0633,-84.322
1998,DDT,47.32,29.4057,-89.4838
1994,PCB,30.24,29.2532,-90.9267
2004,DDT,20.014,30.4137,-87.1913
2004,DDT,7.93,30.3498,-87.1547
2010,DDT,79.02,30.5633,-88.075
1999,PCB,40.262,30.1425,-85.6322
2009,DDT,47.35,29.4057,-89.4838
2007,PCB,22.08,29.6368,-92.7668
1999,PCB,18.001,30.1512,-85.663
2000,PCB,21.071,30.3498,-87.1547
1988,DDT,75.47333333,30.3023,-89.3272
2000,PCB,5.78,26.027,-81.7388
2009,PCB,10.41,29.867,-89.6785
1986,DDT,19.90333333,29.7908,-93.9063
2007,DDT,1.56,29.2067,-83.0695
2012,PCB,13.66,29.867,-89.6785
2006,PCB,12.52,29.867,-89.6785
2011,DDT,15.4,30.3925,-88.8575
1991,PCB,54.62,29.4057,-89.4838
2008,DDT,6.29,30.336,-88.5892
1993,PCB,11.37,26.1118,-81.7852
2000,PCB,24.237,26.1118,-81.7852
1994,PCB,20.37,29.2067,-83.0695
2011,PCB,45.84,30.5633,-88.075
2003,PCB,64.971,30.0587,-93.3075
2001,PCB,19.215,29.2767,-89.942
1999,PCB,22.464,29.4048,-89.9988
2008,DDT,0.94,25.9023,-81.5123
1990,DDT,21.61333333,29.7908,-93.9063
1990,PCB,34.46666667,29.2642,-90.3982
2004,DDT,1.951,29.598,-89.6208
1996,PCB,55.45,30.4108,-86.4908
2000,PCB,11.496,30.336,-88.5892
1993,PCB,10.425,30.3023,-89.3272
2008,PCB,7,25.2122,-80.534
2011,PCB,2.45,29.7242,-84.8842
2008,PCB,17.9,30.4108,-86.4908
1994,DDT,41.56,28.0237,-82.6328
2012,PCB,46.42,27.8548,-82.3947
1997,DDT,33.6,30.412,-86.2037
2005,DDT,1.65,29.3292,-83.1742
1996,DDT,27.99,30.0587,-93.3075
1988,PCB,79.4,29.4057,-89.4838
1990,DDT,72.54333333,29.622,-94.9958
1992,DDT,10.53,29.2633,-94.9163
1991,PCB,26.1,29.7908,-93.9063
2011,DDT,1.27,29.3292,-83.1742
1988,PCB,138.5333333,30.336,-88.5892
1991,DDT,41.53,29.5795,-92.051
1987,DDT,8.686666667,29.2595,-90.5943
2006,PCB,81.47,30.4137,-87.1913
1993,DDT,2.27,29.2595,-90.5943
1993,DDT,108.31,30.1425,-85.6322
1991,DDT,35.80666667,27.7872,-82.754
1988,DDT,9.873333333,27.6208,-82.7265
2007,PCB,26.26,29.2767,-89.942
2007,PCB,6.01,30.0633,-84.322
2002,DDT,9.659,27.7872,-82.754
2004,DDT,138.076,30.4823,-86.4793
2009,PCB,1.74,30.0633,-84.322
2011,PCB,83.66,30.3925,-88.8575
2006,DDT,9.32,27.681,-82.5177
2010,PCB,30.71,27.7872,-82.754
1991,DDT,4.94,29.2532,-90.9267
1997,DDT,45.69,29.622,-94.9958
1988,PCB,106.7666667,29.284,-94.8363
2001,PCB,115.082,29.622,-94.9958
1991,PCB,16.47333333,29.4803,-94.7418
1995,PCB,50.88766667,29.2633,-94.9163
1988,PCB,58.36666667,28.0237,-82.6328
1991,DDT,43.85,26.5583,-81.9228
1988,DDT,233.3,29.7045,-94.993
1991,DDT,7.226666667,29.2633,-94.9163
2007,DDT,2.49,29.3292,-83.1742
1988,DDT,6.473333333,29.5112,-90.0833
1999,DDT,3.607,29.5112,-90.0833
1995,DDT,8.348,29.9448,-89.8353
2000,PCB,23.347,30.3155,-88.1338
1988,PCB,37.23333333,29.6368,-92.7668
1994,PCB,55.22,30.336,-88.5892
1992,PCB,34.96,29.2532,-90.9267
1995,PCB,7.904,29.2067,-83.0695
2007,PCB,59.92,30.0587,-93.3075
1991,PCB,83.1,30.0587,-93.3075
1990,PCB,31.38,29.598,-89.6208
2009,PCB,64.28,30.0587,-93.3075
2010,PCB,393.47,30.0363,-90.0413
1992,PCB,26.5,29.2555,-91.1362
1992,PCB,25.8,29.4803,-94.7418
2002,PCB,8.519,29.867,-89.6785
2006,PCB,7.97,28.0237,-82.6328
2000,PCB,26.391,27.7872,-82.754
2006,PCB,28.74,29.2595,-90.5943
2010,PCB,94.4,30.3925,-88.8575
1988,PCB,69.93333333,29.5795,-92.051
1993,PCB,19.97,30.2513,-85.681
1988,PCB,128.75,30.1512,-85.663
2010,PCB,134.12,30.5167,-87.1117
2004,PCB,19.381,25.9023,-81.5123
1998,PCB,18.76,26.1118,-81.7852
2005,PCB,5.57,29.3292,-83.1742
2008,PCB,3.86,25.9023,-81.5123
1994,PCB,137.13,29.284,-94.8363
1997,PCB,81.03,29.622,-94.9958
2003,PCB,348.758,29.7045,-94.993
2008,PCB,19.62,29.867,-89.6785
1997,PCB,31.72,29.2633,-94.9163
1990,DDT,67.22,27.681,-82.5177
1990,PCB,239.96,29.7045,-94.993
2007,PCB,1012.49,29.7045,-94.993
2005,PCB,86.65,29.503,-94.896
2005,PCB,33.27,29.4803,-94.7418
2003,PCB,26.8,29.4803,-94.7418
1991,PCB,2.066666667,25.9023,-81.5123
1988,PCB,70.83333333,26.1118,-81.7852
1991,PCB,19.72666667,26.1118,-81.7852
2007,PCB,7.62,26.5143,-82.0345
2008,PCB,118.98,27.9097,-82.4538
2005,PCB,162.86,30.1425,-85.6322
2000,PCB,6.633,29.2595,-90.5943
2010,PCB,51.51,30.336,-88.5892
1992,PCB,100.16,27.7872,-82.754
2004,PCB,31.625,27.7872,-82.754
1991,PCB,7.193333333,29.867,-89.6785
1990,PCB,63.47333333,29.867,-89.6785
1993,PCB,4.04,29.598,-89.6208
1998,PCB,77.39,30.3925,-88.8575
1996,PCB,132.1,30.0363,-90.0413
1991,PCB,14.81333333,29.6725,-85.0657
2003,PCB,22.962,29.829,-93.384
2003,PCB,4.185,29.2067,-83.0695
1995,PCB,73.99,29.2532,-90.9267
1992,DDT,175.18,27.9097,-82.4538
1998,PCB,81.75,29.145,-89.4273
1994,PCB,38.79,30.4823,-86.4793
2010,PCB,37.21,30.4823,-86.4793
2010,PCB,7.48,30.412,-86.2037
1990,PCB,57.99,30.412,-86.2037
1999,PCB,46.271,26.5583,-81.9228
1995,PCB,15.797,26.5143,-82.0345
2002,PCB,8.733,30.4108,-86.4908
1988,PCB,94.66666667,26.5583,-81.9228
1996,PCB,60.85,30.4532,-86.541
1988,PCB,202,30.5633,-88.075
1992,PCB,150.9,30.5633,-88.075
2006,PCB,99,30.5917,-88.0398
1990,PCB,80.65,29.6368,-92.7668
1986,DDT,37.86,29.7242,-84.8842
1988,PCB,102.5333333,30.3155,-88.1338
1995,DDT,19.179,29.7242,-84.8842
2000,PCB,13.026,30.3023,-89.3272
1986,DDT,18.08,26.5143,-82.0345
2009,DDT,8.24,29.7242,-84.8842
1992,PCB,43.3,29.6368,-92.7668
2007,DDT,11.88,29.7242,-84.8842
1993,PCB,73.125,30.336,-88.5892
2001,DDT,2.4,30.0633,-84.322
1992,PCB,15.68,26.027,-81.7388
1993,PCB,100.73,30.3925,-88.8575
2011,PCB,83.83,30.5917,-88.0398
1986,DDT,19.94333333,29.867,-89.6785
1991,PCB,66.92666667,29.145,-89.4273
1987,DDT,44.11666667,26.5143,-82.0345
2009,PCB,12.4,29.598,-89.6208
1993,PCB,57.96,29.4057,-89.4838
1990,DDT,80.81333333,27.9097,-82.4538
2008,PCB,41.56,29.4057,-89.4838
2005,PCB,58.96,30.0587,-93.3075
2009,PCB,49.04,29.503,-94.896
2004,PCB,124.551,30.5917,-88.0398
1990,PCB,120.16,30.0587,-93.3075
2004,DDT,2.986,26.027,-81.7388
1992,PCB,12.54,29.7242,-84.8842
1999,PCB,20.814,29.7242,-84.8842
1988,PCB,322.1833333,29.6725,-85.0657
1990,PCB,101.0866667,29.284,-94.8363
1995,PCB,145.3256667,29.284,-94.8363
1991,PCB,18.55666667,29.2767,-89.942
1990,DDT,14.37,29.2595,-90.5943
1993,PCB,9.56,29.4048,-89.9988
1990,DDT,16.97,29.829,-93.384
2002,PCB,21.159,30.336,-88.5892
1987,DDT,18.26666667,29.829,-93.384
1991,PCB,12.73666667,27.6208,-82.7265
1998,PCB,4.74,26.027,-81.7388
1993,PCB,22.06,29.2555,-91.1362
1995,DDT,129.0646667,29.503,-94.896
2001,PCB,3.325,30.0633,-84.322
1998,PCB,121.57,29.0895,-89.0748
1994,PCB,31.54,29.5795,-92.051
1990,PCB,79.99666667,29.145,-89.4273
1997,DDT,17.4,29.503,-94.896
1998,PCB,9.3,27.681,-82.5177
2009,PCB,39.75,29.5795,-92.051
2000,PCB,145.439,29.9448,-89.8353
2007,DDT,51.42,29.7045,-94.993
2002,PCB,14.404,28.0237,-82.6328
1990,DDT,67.62666667,29.284,-94.8363
2004,PCB,19.063,27.6208,-82.7265
1999,PCB,47.472,29.503,-94.896
2008,PCB,48.96,27.7872,-82.754
1999,DDT,8.198,29.4803,-94.7418
1998,PCB,26.2,27.8548,-82.3947
1988,DDT,33.5,30.412,-86.2037
1993,PCB,36.7,29.5795,-92.051
1996,PCB,58.54,28.0237,-82.6328
2008,PCB,24.44,28.0237,-82.6328
2010,DDT,1.53,25.1412,-80.9237
1988,DDT,45.73666667,29.2067,-83.0695
1998,PCB,34.34,27.8443,-82.6115
1991,PCB,32.21666667,27.8443,-82.6115
2006,DDT,2.03,25.2122,-80.534
1998,PCB,185.6,30.0363,-90.0413
1986,DDT,27.95333333,29.829,-93.384
2008,PCB,39.35,27.8548,-82.3947
1988,PCB,34.85,29.3292,-83.1742
1995,DDT,12.203,29.598,-89.6208
2000,PCB,114.867,30.0363,-90.0413
2005,PCB,15.16,29.6725,-85.0657
2007,PCB,28.97,29.2555,-91.1362
2005,PCB,21.76,29.2767,-89.942
1990,DDT,43.85,29.0895,-89.0748
1988,DDT,236.8633333,29.0895,-89.0748
1995,PCB,16.973,30.2513,-85.681
1993,DDT,6.82,29.2532,-90.9267
1998,DDT,11.03,30.336,-88.5892
1997,PCB,9.51,25.1412,-80.9237
2006,DDT,152.23,30.5917,-88.0398
1995,PCB,17.715,25.1412,-80.9237
1988,DDT,33.86666667,26.1118,-81.7852
2004,PCB,15.414,25.2122,-80.534
2000,PCB,46.602,30.4137,-87.1913
2002,PCB,67.538,30.5167,-87.1117
1993,PCB,156.96,30.5167,-87.1117
1986,DDT,72.91,29.4057,-89.4838
1993,PCB,10.51,29.4803,-94.7418
2007,DDT,10.57,29.2555,-91.1362
2001,PCB,20.517,29.7908,-93.9063
1991,DDT,18.55333333,29.6725,-85.0657
1995,PCB,22.058,29.7908,-93.9063
1994,PCB,31.87,29.7908,-93.9063
2009,DDT,2.99,29.6725,-85.0657
1992,PCB,46.03,29.7908,-93.9063
1993,PCB,16.26,29.7908,-93.9063
1995,PCB,133.771,30.1425,-85.6322
1990,DDT,17.68666667,30.0633,-84.322
1999,PCB,51.199,29.2767,-89.942
2001,PCB,44.498,30.1512,-85.663
2011,PCB,59.34,30.1512,-85.663
1991,PCB,8.41,29.4048,-89.9988
1997,PCB,166.97,30.1512,-85.663
2003,PCB,30.951,30.1512,-85.663
1993,PCB,123.76,30.4137,-87.1913
2005,DDT,5.07,29.2767,-89.942
2010,PCB,29.99,30.3023,-89.3272
2001,DDT,1.915,29.4048,-89.9988
2008,PCB,41.96,30.3023,-89.3272
1986,DDT,13.04,29.4048,-89.9988
1988,DDT,3.07,27.8548,-82.3947
1990,PCB,46.12,29.2555,-91.1362
1986,DDT,45.42333333,27.681,-82.5177
1992,DDT,68.42,27.7872,-82.754
1996,DDT,17.61,27.6208,-82.7265
2000,DDT,121.034,27.9097,-82.4538
2008,DDT,0.96,29.2595,-90.5943
1992,DDT,90.42,29.5795,-92.051
2001,PCB,31.551,29.2067,-83.0695
1990,DDT,9.496666667,26.1118,-81.7852
2001,PCB,4.507,29.2532,-90.9267
1992,DDT,19.2,27.8443,-82.6115
1991,PCB,20.21666667,28.0237,-82.6328
2002,DDT,10.051,27.8443,-82.6115
1996,DDT,25.94,28.0237,-82.6328
1986,DDT,48.97,29.2555,-91.1362
1990,PCB,40.94333333,30.4108,-86.4908
1999,PCB,21.67,26.5143,-82.0345
1992,DDT,53.32,29.622,-94.9958
1994,PCB,162.43,30.0587,-93.3075
1993,PCB,15.04,29.829,-93.384
2011,DDT,5.97,30.3023,-89.3272
1986,DDT,10.03333333,26.1118,-81.7852
1996,DDT,13.52,26.1118,-81.7852
1993,PCB,8.33,30.412,-86.2037
2008,DDT,5.26,26.1118,-81.7852
1990,PCB,80.01666667,29.5795,-92.051
2005,PCB,17.63,29.4048,-89.9988
2005,DDT,51.97,30.1512,-85.663
2009,PCB,18.22,29.2555,-91.1362
1988,PCB,63.1,29.2555,-91.1362
1998,DDT,2.26,29.2642,-90.3982
2003,DDT,27.041,30.1512,-85.663
2002,DDT,17.954,30.4137,-87.1913
1988,PCB,47.63333333,29.2595,-90.5943
1994,DDT,23.58,27.7872,-82.754
1993,PCB,66.54,27.7872,-82.754
2009,DDT,60.28,30.1425,-85.6322
1998,PCB,12.74,27.6208,-82.7265
1990,PCB,120.4933333,27.7872,-82.754
2002,DDT,7.932,27.8548,-82.3947
1990,PCB,46.87,29.2595,-90.5943
1992,PCB,13.92,26.5143,-82.0345
2004,PCB,21.406,27.681,-82.5177
1993,PCB,122.45,27.9097,-82.4538
1999,DDT,20.611,30.1425,-85.6322
1993,DDT,94,27.9097,-82.4538
1990,PCB,21.37666667,27.681,-82.5177
2002,PCB,56.741,27.9097,-82.4538
1992,PCB,10.79,29.2642,-90.3982
1987,DDT,163.1933333,30.1425,-85.6322
2003,PCB,15.545,29.2555,-91.1362
2008,DDT,10.7,30.5167,-87.1117
1992,PCB,12.94,30.0633,-84.322
1992,DDT,28.37,30.5167,-87.1117
1993,PCB,18.18,27.8443,-82.6115
1993,PCB,12.85,29.7242,-84.8842
2001,PCB,6.918,29.4048,-89.9988
2010,DDT,5.83,27.681,-82.5177
1999,PCB,10.172,29.2532,-90.9267
1994,DDT,18.07,30.4137,-87.1913
1990,DDT,296.0266667,30.5633,-88.075
1993,DDT,29.88,30.4137,-87.1913
2006,PCB,169.56,30.5167,-87.1117
1996,DDT,322.44,30.5633,-88.075
1988,DDT,112.1166667,30.1512,-85.663
2000,DDT,1.694,29.2642,-90.3982
2006,PCB,3.1,25.1412,-80.9237
2012,DDT,0.98,29.2595,-90.5943
2007,DDT,20.46,29.5795,-92.051
1994,DDT,21.78,29.5795,-92.051
1998,PCB,47.69,30.0587,-93.3075
1994,PCB,20.68,29.9448,-89.8353
2009,PCB,16.29,29.829,-93.384
1998,DDT,310.4,30.5633,-88.075
1993,PCB,155.83,30.0587,-93.3075
1996,DDT,19.87,27.8443,-82.6115
2008,DDT,9.36,27.8443,-82.6115
1990,PCB,44.34333333,26.5583,-81.9228
1993,PCB,13,29.6368,-92.7668
2009,PCB,18.62,26.5583,-81.9228
1990,PCB,48.53666667,29.4803,-94.7418
2000,PCB,5.145,29.2067,-83.0695
1995,PCB,24.214,29.4803,-94.7418
2003,DDT,5.792,29.7242,-84.8842
1995,PCB,4.665,25.9023,-81.5123
1988,DDT,19.24333333,29.829,-93.384
2010,PCB,8.75,27.681,-82.5177
1992,PCB,14.55666667,30.4532,-86.541
2006,PCB,39.16,27.8443,-82.6115
1991,DDT,225.6633333,30.0363,-90.0413
1988,PCB,28.53333333,25.9023,-81.5123
1993,DDT,4.01,29.829,-93.384
1996,DDT,7.28,29.829,-93.384
1999,PCB,9.549,29.5112,-90.0833
2003,DDT,9.8,29.829,-93.384
1998,PCB,22.67,25.2122,-80.534
1991,DDT,38.49333333,30.5167,-87.1117
2004,DDT,9.94,30.5167,-87.1117
2000,DDT,10.766,30.5167,-87.1117
2008,PCB,171.71,30.5167,-87.1117
2009,DDT,1.55,30.0633,-84.322
1994,DDT,6.78,29.9448,-89.8353
1995,DDT,8.534,29.7908,-93.9063
1997,DDT,3.94,30.0633,-84.322
2010,DDT,2.85,29.867,-89.6785
1996,DDT,45.16,30.4137,-87.1913
1993,DDT,5.52,29.598,-89.6208
1993,PCB,22.2,29.2633,-94.9163
1994,DDT,179.27,30.504,-86.494
2009,PCB,360.05,29.7045,-94.993
2000,DDT,9.744,30.3498,-87.1547
1988,DDT,19.67,29.2767,-89.942
1992,PCB,13.72,29.2067,-83.0695
2001,DDT,24.089,30.1512,-85.663
1994,DDT,795.11,30.2513,-85.681
1991,PCB,22.86666667,29.6368,-92.7668
1991,PCB,11.76,29.2532,-90.9267
1995,PCB,10.699,29.9448,-89.8353
2008,PCB,47.2,29.9448,-89.8353
1990,DDT,77.83666667,30.1512,-85.663
2004,PCB,95.61,30.0363,-90.0413
1991,PCB,169.3333333,30.4137,-87.1913
1990,PCB,82.52,30.3498,-87.1547
2000,DDT,197.902,30.5917,-88.0398
2006,PCB,19.4,30.3498,-87.1547
2010,DDT,67.52,30.5917,-88.0398
2003,PCB,9.061,29.2532,-90.9267
1993,DDT,7.715,30.3023,-89.3272
2010,DDT,9.34,30.336,-88.5892
2010,DDT,16.13,30.3023,-89.3272
2002,PCB,32.605,29.4057,-89.4838
1986,DDT,112.97,30.3925,-88.8575
1994,PCB,44.24,29.4057,-89.4838
1996,DDT,8.61,30.336,-88.5892
1991,DDT,30.79666667,30.3925,-88.8575
2012,PCB,30.46,30.3023,-89.3272
2006,DDT,36.9,30.3925,-88.8575
1998,PCB,8.14,29.598,-89.6208
1992,PCB,2.66,29.598,-89.6208
1988,DDT,70.04,29.145,-89.4273
1990,PCB,27.23,29.6725,-85.0657
2007,PCB,7.34,29.6725,-85.0657
1990,DDT,47.44666667,29.145,-89.4273
1996,DDT,4.29,29.598,-89.6208
2002,PCB,98.101,30.5633,-88.075
1993,DDT,66.67,29.0895,-89.0748
1987,DDT,23.26333333,29.2067,-83.0695
1993,PCB,8.48,29.6725,-85.0657
2008,DDT,16.43,30.3925,-88.8575
1988,DDT,6.653333333,29.2532,-90.9267
1988,PCB,52.86666667,29.2767,-89.942
1987,DDT,11.76,29.2532,-90.9267
2006,DDT,0.93,25.9023,-81.5123
2004,PCB,36.393,30.3155,-88.1338
2000,PCB,56.861,30.5917,-88.0398
2011,PCB,0.65,26.5143,-82.0345
2008,PCB,7.09,25.1412,-80.9237
2008,DDT,6.84,25.1412,-80.9237
1998,PCB,29.82,30.4108,-86.4908
1994,PCB,33.32,30.4108,-86.4908
1991,PCB,8.116666667,29.2642,-90.3982
1990,DDT,769.2866667,30.4823,-86.4793
1993,PCB,68.64,27.8548,-82.3947
1986,DDT,20.85333333,27.8443,-82.6115
2000,DDT,4.209,25.2122,-80.534
2000,DDT,7.109,30.412,-86.2037
1995,DDT,31.11433333,29.4803,-94.7418
2012,PCB,41.72,30.336,-88.5892
1991,DDT,13.73333333,29.503,-94.896
1990,DDT,73.56666667,29.7045,-94.993
2010,PCB,17.71,26.1118,-81.7852
1986,DDT,47.56,30.412,-86.2037
2010,PCB,40.01,30.5917,-88.0398
1999,DDT,26.84,29.503,-94.896
2008,PCB,6.43,26.027,-81.7388
1991,DDT,29.08,29.622,-94.9958
2004,DDT,31.944,29.4057,-89.4838
1997,DDT,17.02,29.5795,-92.051
1993,DDT,61.41,30.0587,-93.3075
2003,DDT,6.583,29.2633,-94.9163
2007,DDT,72.8,30.1425,-85.6322
1990,DDT,20.89333333,29.2633,-94.9163
2008,DDT,12.26,30.412,-86.2037
1987,DDT,70.12,29.5795,-92.051
2000,DDT,2.01,29.2595,-90.5943
1992,DDT,7.71,29.2642,-90.3982
1991,PCB,24.07333333,30.4108,-86.4908
1986,DDT,8.32,29.2595,-90.5943
2002,DDT,2.022,29.2642,-90.3982
2010,DDT,0.84,29.2595,-90.5943
1992,PCB,33.84,30.2513,-85.681
1990,PCB,38.34666667,29.2532,-90.9267
1987,DDT,1317.85,30.4823,-86.4793
1994,DDT,133.79,30.4823,-86.4793
1991,DDT,187.0566667,30.1425,-85.6322
1993,DDT,27.24,26.5583,-81.9228
2006,DDT,17.88,30.4108,-86.4908
2000,DDT,3.535,27.6208,-82.7265
2010,DDT,18.36,27.7872,-82.754
2011,PCB,1.88,30.0633,-84.322
1991,DDT,8,29.4803,-94.7418
1992,DDT,76.5,29.284,-94.8363
2004,PCB,12.713,29.2642,-90.3982
1986,DDT,191.6166667,30.1425,-85.6322
2000,PCB,20.413,25.9023,-81.5123
1992,PCB,4.05,25.9023,-81.5123
2001,PCB,26.264,29.2633,-94.9163
2009,DDT,1.94,29.3292,-83.1742
1986,DDT,50.36333333,27.8548,-82.3947
1994,PCB,45.38,29.503,-94.896
2003,PCB,164.434,29.622,-94.9958
1988,PCB,29.36666667,29.503,-94.896
1991,PCB,87.87666667,29.622,-94.9958
1995,PCB,26.376,29.5795,-92.051
2012,DDT,11.15,27.681,-82.5177
2003,PCB,64.378,29.284,-94.8363
1988,DDT,158.56,30.1425,-85.6322
2009,DDT,76.16,29.622,-94.9958
1991,DDT,190.4566667,29.7045,-94.993
2000,DDT,7.402,30.4108,-86.4908
2007,DDT,4.72,29.2633,-94.9163
2001,DDT,5.456,29.2633,-94.9163
2012,DDT,4.82,29.9448,-89.8353
1995,PCB,336.228,29.622,-94.9958
2006,PCB,17.85,26.1118,-81.7852
2010,PCB,3.41,25.9023,-81.5123
2000,PCB,7.367,25.2122,-80.534
2002,PCB,6.278,25.2122,-80.534
2000,PCB,90.066,30.5167,-87.1117
2009,PCB,18.93,29.6368,-92.7668
1995,PCB,16.408,29.6368,-92.7668
1999,PCB,26.606,29.6368,-92.7668
2004,PCB,125.691,27.9097,-82.4538
1994,PCB,16.48,29.867,-89.6785
1993,PCB,14.98,28.0237,-82.6328
1995,PCB,14.42,29.6725,-85.0657
2002,PCB,23.814,27.8548,-82.3947
1998,PCB,10.23,29.867,-89.6785
2004,PCB,20.976,29.2595,-90.5943
2001,PCB,7.393,29.6725,-85.0657
2003,PCB,25.911,29.6368,-92.7668
1995,PCB,13.629,29.7242,-84.8842
1998,PCB,11.79,28.0237,-82.6328
2004,PCB,32.053,27.8443,-82.6115
2003,PCB,6.731,29.7242,-84.8842
1995,PCB,11.732,29.2767,-89.942
1991,PCB,442.05,29.7045,-94.993
1990,PCB,151.2533333,29.622,-94.9958
1994,PCB,36.4,25.1412,-80.9237
1992,PCB,38.25,29.2633,-94.9163
1990,PCB,110.9233333,25.9023,-81.5123
2003,DDT,67.743,29.7045,-94.993
1999,PCB,197.5,29.7045,-94.993
2001,PCB,40.223,29.503,-94.896
2005,PCB,272.48,29.622,-94.9958
1997,PCB,47.15,29.503,-94.896
1999,PCB,49.052,29.284,-94.8363
2005,PCB,49.25,29.7908,-93.9063
2004,PCB,23.51,30.3023,-89.3272
1995,PCB,34.698,26.1118,-81.7852
2010,PCB,124.15,30.4137,-87.1913
1991,PCB,48.08,30.2513,-85.681
2006,PCB,8.17,30.412,-86.2037
2009,PCB,2.43,29.2067,-83.0695
2002,PCB,17.742,27.8443,-82.6115
2004,PCB,43.568,28.0237,-82.6328
1996,PCB,41.65,27.681,-82.5177
2010,PCB,1.79,26.027,-81.7388
1997,PCB,23.91,29.2555,-91.1362
1991,PCB,35.18666667,30.336,-88.5892
2003,PCB,3.03,30.0633,-84.322
1999,PCB,26.533,29.6725,-85.0657
1992,PCB,19.59,29.829,-93.384
1999,PCB,57.924,29.829,-93.384
1993,PCB,2.44,29.2067,-83.0695
1988,PCB,16.33333333,29.2532,-90.9267
1996,PCB,188.89,29.0895,-89.0748
1988,PCB,31.36666667,26.027,-81.7388
1995,PCB,5.722,30.412,-86.2037
1993,PCB,26.71,26.5583,-81.9228
1997,PCB,48.44,30.4108,-86.4908
2005,PCB,8.82,26.5143,-82.0345
1995,PCB,5.534,29.867,-89.6785
1994,PCB,23.5,30.4532,-86.541
1991,PCB,75.48333333,30.5633,-88.075
1999,DDT,43.448,29.7242,-84.8842
2005,DDT,11.2,29.7242,-84.8842
1993,DDT,20.91,29.7242,-84.8842
1994,PCB,110.03,30.5633,-88.075
1992,PCB,46.31,30.3155,-88.1338
1991,PCB,44.79333333,30.3155,-88.1338
1988,DDT,18.30333333,29.3292,-83.1742
2004,PCB,17.881,29.598,-89.6208
1992,DDT,19.29,30.0633,-84.322
2005,DDT,14.2,29.6725,-85.0657
2009,DDT,2.5,29.867,-89.6785
2000,PCB,17.112,30.3925,-88.8575
1990,DDT,28.77666667,29.6368,-92.7668
1997,PCB,30.9,29.4803,-94.7418
2004,PCB,20.298,26.027,-81.7388
1991,DDT,8.646666667,29.2767,-89.942
2002,DDT,6.807,30.4108,-86.4908
1992,PCB,230.16,29.0895,-89.0748
2000,PCB,127.213,29.0895,-89.0748
